QID Code,Risk ID,Risk Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_165,R_AR_331,"If the AI platform does not enforce automated shut‑off or throttling when token usage spikes abnormally, the system may incur massive, unexpected compute costs due to runaway prompts, recursive loops, or malfunctioning agents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_165,R_AR_332,"Abnormally high token consumption can overload AI services, vector databases, or orchestration layers, causing degraded performance or outages for other users and business‑critical applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_166,R_AR_333,"If the organization does not run shadow tests comparing a new model’s behavior against the previous version, regressions in accuracy, reasoning quality, or safety may go unnoticed, resulting in degraded performance or harmful outputs in production.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_166,R_AR_334,"Skipping shadow testing allows new models to be deployed without validating alignment to business rules, compliance requirements, or safety constraints, creating governance gaps and unpredictable system behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_167,R_AR_335,"If the Service Manager does not verify that the AI’s intended action matches the user’s actual request, the AI may perform unintended, unauthorized, or unsafe actions—such as sending emails, modifying records, or triggering workflows the user never approved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_167,R_AR_336,"Failure to validate AI‑initiated actions against the user’s explicit request creates governance gaps where actions appear to be user‑authorized but were actually AI‑generated, undermining accountability and auditability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_168,R_AR_337,"If the service manager does not pause and require explicit human approval before executing high‑impact actions, the AI may perform irreversible or harmful operations without human oversight.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_168,R_AR_338,"Failure to enforce a human approval step for high‑impact actions creates governance gaps where responsibility becomes unclear, making it difficult to audit, investigate, or attribute decisions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_169,R_AR_339,"If the organization cannot instantly disable a specific AI service without affecting the broader infrastructure, a malfunctioning or misbehaving AI component may continue operating and causing harm, with no safe way to contain it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_169,R_AR_340,"If disabling one AI service requires shutting down shared infrastructure, the organization risks widespread outages, disrupting unrelated business functions and violating service‑level commitments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_170,R_AR_341,"If the organization relies solely on one AI provider and lacks automated failover, an outage at that provider can halt all AI‑powered operations for extended periods, disrupting essential business functions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_170,R_AR_342,"Without automated failover to a secondary provider or internal model, the organization cannot maintain continuity of AI services during prolonged outages, leading to downtime, productivity loss, and operational instability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_1,R_AR_343,"Overconfident AI diagnostics without uncertainty flags cause clinicians to over-rely on AI, risking misdiagnosis and patient harm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_2,R_AR_344,"Models trained on non-diverse datasets underperform for minority populations, causing delayed or missed diagnoses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_3,R_AR_345,Stale or incomplete drug interaction data in AI prescribing tools cause preventable adverse drug events.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_4,R_AR_346,"Late or over-sensitive AI alerts cause missed deterioration events or alert fatigue, both resulting in patient harm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_5,R_AR_347,Unmonitored AI surgical assist failures cause intraoperative harm; missing logs impede post-incident review.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_6,R_AR_348,Non-standard or insecure EHR-AI integrations expose PHI and disrupt clinical workflows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_7,R_AR_349,Inaccurate home monitoring AI produces false alarms or misses critical deterioration; delayed clinical response.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_8,R_AR_350,Re-identification of genomic data from AI models violates GDPR and causes irreversible patient privacy harm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_9,R_AR_351,Unmonitored AI mental health tools may provide harmful responses; failure to escalate suicidal ideation causes patient harm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_10,R_AR_352,Clinical AI trained on historical data degrades silently as care protocols evolve; patient harm from stale recommendations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_11,R_AR_353,Missing DPIAs for health AI breach GDPR Art. 35 and HIPAA Security Rule; ICO/OCR fines and reputational damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_12,R_AR_354,Unregistered or misclassified AI clinical tools expose patients to unvalidated risk and expose the organisation to regulatory enforcement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_13,R_AR_355,Failure to meet DSPT/HIPAA safeguards for AI systems exposes patient data and risks NHS contract suspension.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_14,R_AR_356,Unreported AI clinical adverse events deprive the system of safety signal data; organisational liability exposure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_15,R_AR_357,AI models with demographic disparities perpetuate health inequalities; regulatory intervention and ethical censure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_16,R_AR_358,Undisclosed AI use in clinical care violates patient rights; GDPR Article 22 (automated decision-making) and ethical obligations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_17,R_AR_359,Clinicians who blindly trust AI recommendations without understanding limitations create systematic patient safety risk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_18,R_AR_360,Absence of override capability or logging creates AI sole-reliance risk and impedes clinical governance review.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_19,R_AR_361,Lack of ethical oversight leads to unvetted high-risk AI deployments causing patient harm and public distrust.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_20,R_AR_362,Absence of AI-specific incident response causes delayed harm containment and cascading clinical and regulatory consequences.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_21,R_AR_363,"Unvetted clinical AI vendors introduce hidden bias, regulatory liability, and patient data risk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_HC_22,R_AR_364,"Absence of monitoring allows silent model drift, bias amplification, and patient safety failures without detection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_1,R_AR_365,Poor AI resolution rates erode customer trust; repeat contacts increase operational cost and churn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_2,R_AR_366,Biased or irrelevant recommendations damage trust and expose the bank to regulatory penalties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_3,R_AR_367,Missed SLAs lead to regulatory fines and reputational harm; incorrect triage delays resolution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_4,R_AR_368,Exclusion of vulnerable customers risks Equality Act violations and reputational damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_5,R_AR_369,"Delayed fraud alerts result in financial loss, liability disputes, and customer churn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_6,R_AR_370,"Untracked models drift silently, producing inaccurate decisions; regulatory audit failure risk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_7,R_AR_371,Unsecured APIs expose customer financial data; PSD2 non-compliance carries regulatory sanctions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_8,R_AR_372,Unexplainable denials violate Equal Credit Opportunity Act / UK FCA guidelines and damage customer trust.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_9,R_AR_373,High false-positive rates delay legitimate customers; false negatives allow fraudulent onboarding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_10,R_AR_374,"Uncontrolled GenAI use can provide incorrect financial advice, leak PII, or violate FCA conduct rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_11,R_AR_375,Compromised ML pipelines can silently corrupt models affecting millions of credit/fraud decisions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_12,R_AR_376,Non-explainable AML models expose banks to FCA/FinCEN sanctions; missed SARs enable financial crime.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_13,R_AR_377,Missing DPIAs for AI systems breach GDPR Article 35; ICO fines up to 4% of global turnover.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_14,R_AR_378,Unvalidated models making credit or risk decisions breach SR 11-7; material model risk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_15,R_AR_379,"AI mis-advice breaches FCA Consumer Duty; potential mass redress, regulatory censure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_16,R_AR_380,False negatives in sanctions screening enable prohibited transactions; severe regulatory penalties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_17,R_AR_381,Disparate impact in AI lending violates Equal Credit Opportunity Act / UK Equality Act; regulatory intervention.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_18,R_AR_382,AI system failure outside impact tolerance disrupts critical banking services; PRA/FCA resilience breach.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_19,R_AR_383,Staff who over-rely on AI decisions without understanding limitations enable systematic errors at scale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_20,R_AR_384,Absence of override capability creates sole-reliance on AI decisions; regulatory and conduct risk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_21,R_AR_385,"Without accountability metrics, responsible AI remains aspirational; conduct and ethics failures persist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_22,R_AR_386,"Unplanned AI incidents cascade into customer harm, regulatory breaches, and reputational crisis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_23,R_AR_387,"Unvetted third-party AI models introduce hidden bias, data risks, and operational dependency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_B_24,R_AR_388,"Absence of monitoring enables silent model drift, fraud, and compliance failures without detection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_1,R_AR_389,Undisclosed paid placement blended with AI recommendations constitutes deceptive practice under DSA/FTC guidelines and erodes customer trust.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_2,R_AR_390,Biased search ranking harms sellers and limits customer choice; DSA / EU fairness obligations and reputational risk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_3,R_AR_391,Price discrimination via AI proxies violates consumer protection law and triggers regulatory investigation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_4,R_AR_392,Undisclosed AI personas in customer service violate EU AI Act Art. 52 and erode trust when discovered.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_5,R_AR_393,Fake reviews mislead purchasing decisions; DSA mandates active measures against illegal content including fake reviews.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_6,R_AR_394,Consent-less or bundled consent for AI personalisation breaches GDPR Art. 6/7; ICO enforcement and customer trust damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_7,R_AR_395,High false positive rates block legitimate purchases causing revenue loss and customer churn; missed fraud causes financial and reputational harm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_8,R_AR_396,"Account takeover causes financial loss, customer data exposure, and platform liability; reactive detection too slow.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_9,R_AR_397,AI models outside PCI-DSS CDE scope handling cardholder data create undetected compliance gaps and breach liability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_10,R_AR_398,Over-aggressive AI return fraud models block legitimate customers; unexplained return denials breach consumer rights.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_11,R_AR_399,Undetected seller fraud harms customers and exposes the platform to DSA non-compliance and brand damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_12,R_AR_400,Excessive data processing in AI models violates GDPR Art. 5(1)(c); unnecessary data creates breach exposure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_13,R_AR_401,Solely automated significant decisions without explanation or appeal right breach GDPR Art. 22; ICO enforcement exposure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_14,R_AR_402,Failure to restrict minor access to age-restricted items violates COPPA (US) / AADC (UK) / DSA; significant regulatory penalties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_15,R_AR_403,AI personalisation running before consent is captured breaches GDPR/PECR; ICO cookie enforcement action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_16,R_AR_404,VLOPs failing DSA Art. 27 recommender transparency obligations face fines up to 6% of global annual turnover.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_17,R_AR_405,Stale demand forecasting models cause stockouts during peak periods and excess inventory costs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_18,R_AR_406,Route AI ignoring HOS limits creates driver safety risk and legal exposure; postcode discrimination breaches consumer fairness obligations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_19,R_AR_407,Unvalidated AI warehouse robotics cause worker injury; HSE / OSHA liability and operational shutdown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_20,R_AR_408,"Unmonitored supplier risk causes sudden stockouts, reputational damage from ESG violations, and customer fulfilment failures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_21,R_AR_409,"Staff who over-rely on AI outputs without critical evaluation enable systematic errors in pricing, fraud, and logistics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_22,R_AR_410,Absence of override capability creates sole-reliance on AI with no human correction path; systematic errors propagate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_23,R_AR_411,"Without an AI ethics policy and accountability metrics, bias and unfair practices persist unchecked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_24,R_AR_412,"Unplanned AI incidents cascade into customer harm, regulatory breach, and lost revenue without a tested playbook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_25,R_AR_413,"Unvetted third-party AI vendors introduce hidden bias, data breaches, and dependency risk at scale.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_CX_26,R_AR_414,Absence of unified monitoring allows silent model drift and fraud model degradation across multiple AI systems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_1,R_AR_415,Unexplained AI learning profiles create parental distrust; biased content pacing disadvantages already-vulnerable learners.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_2,R_AR_416,Unvalidated AI tutoring systems reinforce misconceptions or fail lower-ability students; learning outcomes damaged.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_3,R_AR_417,Biased at-risk AI flags disproportionately target minority students; unreviewed automated interventions cause harm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_4,R_AR_418,"Absence of AI use guidance leaves students vulnerable to academic misconduct, misinformation, and privacy harms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_5,R_AR_419,Inaccessible AI learning tools exclude students with SEND; SEND Code of Practice / Equality Act breach and educational disadvantage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_6,R_AR_420,High false positive rates in AI detection tools lead to unjust academic penalties; legal challenge and reputational damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_7,R_AR_421,Sole reliance on AI detection without assessment redesign is an arms race that disadvantages honest students.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_8,R_AR_422,Undisclosed AI use in grading undermines student trust; inconsistent AI marking quality disadvantages students.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_9,R_AR_423,Unmoderated harmful content reaching students via institution platforms breaches Online Safety Act and safeguarding duties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_10,R_AR_424,Unmonitored AI wellbeing tools may provide harmful responses; failure to escalate suicidal ideation causes serious harm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_11,R_AR_425,Disproportionate AI student surveillance breaches UK GDPR / FERPA; ICO enforcement and student/parental complaints.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_12,R_AR_426,Biased AI assessment tools perpetuate educational inequality; Equality Act / PSED breach and Ofsted scrutiny.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_13,R_AR_427,Unreviewed AI SEND referrals or unexplainable recommendations harm vulnerable students and breach SEND Code of Practice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_14,R_AR_428,Missing DPIAs for student AI systems breach GDPR Art. 35 and FERPA; ICO fines and reputational damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_15,R_AR_429,"Unvetted EdTech AI vendors misuse student data, introduce bias, and create vendor lock-in risks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_16,R_AR_430,Inability to demonstrate AI governance to OfSTED/OfS leads to inspection judgement downgrades and regulatory intervention.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_17,R_AR_431,Lack of parental consent and transparency for AI in children's education breaches COPPA/AADC and parental rights legislation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_18,R_AR_432,"Without board-level AI governance, high-risk AI systems are deployed without oversight; regulatory and reputational exposure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_19,R_AR_433,Educators who uncritically accept AI recommendations risk reinforcing bias and making harmful decisions about students.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_20,R_AR_434,"Without educator override authority, AI recommendations on learning and welfare are acted upon uncritically; student harm and safeguarding failures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_21,R_AR_435,Rapidly evolving AI capabilities outpace educator knowledge; outdated understanding leads to inappropriate AI use and missed safeguarding risks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_22,R_AR_436,"Without a responsible AI policy, inconsistent and potentially harmful AI use across faculties goes unchecked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_23,R_AR_437,Unplanned AI incidents in education — especially involving student data or safeguarding — cause serious harm without a tested response plan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_ED_24,R_AR_438,"Absence of monitoring allows silent model drift in learning and safeguarding AI, with no early warning of student harm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_1,R_AR_439,Undisclosed biometric capture in fitting rooms breaches GDPR special category rules and biometric privacy laws; reputational crisis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_2,R_AR_440,Non-transparent loyalty profiling breaches GDPR Arts. 15–17; loss of customer trust and regulatory fines.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_3,R_AR_441,Undisclosed AI in retail customer service violates EU AI Act Art. 52; customer distrust when discovered.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_4,R_AR_442,Inaccessible AI retail interfaces breach Equality Act / ADA; excluded customers and regulatory enforcement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_5,R_AR_443,Cross-channel CDP without purpose limitation breaches GDPR Art. 5; ICO enforcement and customer profiling complaints.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_6,R_AR_444,AI price gouging during demand spikes violates Consumer Rights Act / FTC Act; in-store vs online price discrepancy causes customer complaints.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_7,R_AR_445,AI-generated misleading promotions breach ASA / FTC rules; mass customer deception at scale creates significant regulatory liability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_8,R_AR_446,AI price discrimination via proxy characteristics breaches Equality Act / US ECOA; regulatory investigation and reputational damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_9,R_AR_447,AI CCTV without DPIA and clear signage breaches UK GDPR / ICO CCTV Code; discriminatory AI profiling causes serious harm and legal liability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_10,R_AR_448,"Unlawful facial recognition in retail stores is explicitly prohibited in several jurisdictions; ICO enforcement, EU AI Act high-risk compliance, and public backlash.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_11,R_AR_449,High false accusation rates in AI self-checkout humiliate innocent customers; discrimination claims and brand damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_12,R_AR_450,High false decline rates at POS cause customer frustration and lost sales; PCI-DSS non-compliance creates breach liability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_13,R_AR_451,Stale forecasting models cause stockouts and overstock; inability to override AI during exceptional events amplifies losses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_14,R_AR_452,Unmonitored supplier ESG violations expose retailers to Modern Slavery Act reporting failures and brand damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_15,R_AR_453,Inequitable AI delivery coverage creates consumer fairness complaints and potential Equality Act exposure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_16,R_AR_454,"Unsafe products reaching retail shelves cause customer harm, Trading Standards prosecution, and product recall costs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_17,R_AR_455,"Staff blindly executing AI recommendations without critical evaluation create systematic errors in pricing, loss prevention, and customer service.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_18,R_AR_456,Absence of override capability or logging creates AI sole-reliance; systematic errors in pricing and loss prevention propagate unchecked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_19,R_AR_457,Discriminatory AI scheduling patterns violate Equality Act / EEOC; employees with no recourse face systematic disadvantage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_20,R_AR_458,"Without an AI ethics policy and accountability, discriminatory practices in surveillance and pricing persist unchallenged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_21,R_AR_459,"Unplanned AI incidents cascade into customer harm, ICO enforcement, and operational disruption without a tested playbook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_RTL_22,R_AR_460,"Absence of unified AI monitoring enables silent model drift across pricing, fraud, and scheduling AI systems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_171,R_AR_461,"Lack of centralized governance leads to inconsistent security policies, fragmented architectures, and uncontrolled cloud sprawl across the organization.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_171,R_AR_462,Strategic misalignment between business objectives and cloud adoption exposes the organization to uncontrolled risk and compliance failures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_172,R_AR_463,"Undefined accountability causes delayed incident response, unmanaged infrastructure growth, and unclear ownership of critical cloud assets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_172,R_AR_464,"Operational inefficiencies compound over time when no owner is assigned, resulting in orphaned resources and governance gaps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_173,R_AR_465,"Critical infrastructure risks remain invisible at the executive level, leading to inadequate investment in resilience and security controls.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_173,R_AR_466,"Without executive visibility, risk tolerance decisions are made at team level, creating inconsistent and underfunded risk responses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_174,R_AR_467,"Over-reliance on external cloud providers creates operational and continuity risks when providers face outages, breaches, or contract changes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_174,R_AR_468,Reduced organizational control over infrastructure decisions can lead to vendor lock-in with no viable migration or fallback path.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_175,R_AR_469,"Fragmented cloud environments increase complexity, introduce configuration drift, and create systemic security vulnerabilities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_175,R_AR_470,"Without standardized architecture, probability of misconfiguration and compliance failures rises significantly across teams.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_176,R_AR_471,"Without proactive capacity planning, infrastructure cannot support AI processing demand surges, causing service instability and business disruption.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_176,R_AR_472,Reactive scaling leads to both over-provisioning (wasted cost) and under-provisioning (service degradation) during peak demand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_177,R_AR_473,Unpatched compute environments accumulate technical vulnerabilities that attackers can exploit to achieve enterprise-wide compromise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_177,R_AR_474,Inconsistent patching across environments allows vulnerabilities to persist in lower environments before reaching production.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_178,R_AR_475,Cross-environment contamination can allow production data exposure or allow exploits developed in test to affect live systems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_178,R_AR_476,Insufficient segregation exposes sensitive production environments to lower-trust development activity and third-party tools.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_179,R_AR_477,"Undetected compute degradation affects service quality and AI model decision accuracy, eroding user trust over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_179,R_AR_478,Long-term operational inefficiency from unmonitored compute performance increases both cost and systemic risk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_180,R_AR_479,Legacy or orphaned systems become persistent security liabilities as they accumulate unpatched vulnerabilities with no owner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_180,R_AR_480,"Without lifecycle governance, the infrastructure footprint expands uncontrollably, increasing attack surface and operational cost.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_181,R_AR_481,Unencrypted or improperly secured data exposes the organization to large-scale confidentiality breaches and regulatory penalties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
