QID Code,Domain,Department,Category,Cluster,Question Text,Response Type,Trigger Points,Is Universal
AR_01,General,AI Engineering,agents_and_agent_orchestration,Cluster 5 — Operational & Infrastructure Risk,Do you have a strategy for token expiry versus long-running AI tasks?,Yes | No | Partial | Not Applicable,,0
AR_298,General,Human Resources,staff_training_ai_literacy,Cluster 6 -- Workforce & Organizational Change,"Does the organization provide role-differentiated responsible AI use training for all individuals involved in operating, deploying, or using AI systems -- with training completion recorded, content refreshed upon material system or regulatory changes, and access to high-risk AI roles conditioned on verified training completion?","Yes -- Role-Differentiated Responsible AI Use Training Provided, Completion Recorded, Content Refreshed on Material Changes, and Access to High-Risk Roles Conditioned on Verified Completion | Partial -- Training Exists but Is Not Role-Differentiated, Completion Is Not Recorded or Enforced, or Access-Gating Is Not Applied to High-Risk Roles | No -- No Responsible AI Use Training Provided",,
AR_299,General,IT Infrastructure,incident_response_recovery,Cluster 5 -- Operational & Infrastructure Risk,"Has the organization documented a formal process for reporting, investigating, and escalating suspected misuse, out-of-scope use, or unexpected harmful AI system behaviour -- with defined reporting timelines, escalation criteria, designated accountability for remediation, and systematic retention of all process records?","Yes -- Formal Misuse Reporting, Investigation & Escalation Process Documented and Operational, Covering Defined Timelines, Escalation Criteria, Remediation Accountability & Records Retention | Partial -- Process Documented but Incomplete -- Timelines, Escalation Criteria, or Remediation Accountability Not Fully Defined, or Records Not Consistently Retained | No -- No Formal Misuse Reporting, Investigation, or Escalation Process Documented",,
AR_300,General,Governance & Compliance,meta_cognitive_meta_governance,"Cluster 4 -- Governance, Compliance & Legal","Has the organization defined actionable responsible AI use objectives with measurable indicators or behavioural criteria -- used to inform training content and operational monitoring -- and are those objectives reviewed and updated when the AI portfolio changes, regulatory requirements change, or monitoring data indicates that current objectives are not preventing harm?","Yes -- Actionable Responsible AI Use Objectives Defined with Measurable Indicators or Behavioural Criteria, Integrated into Training and Monitoring, and Reviewed and Updated When Portfolio, Regulatory, or Monitoring Triggers Arise | Partial -- Objectives Defined but Aspirational Rather Than Measurable, Rarely Updated, or Not Integrated into Training Content or Operational Monitoring | No -- No Responsible AI Use Objectives Defined",,
AR_301,General,Ethics & Responsible AI,intended_use_context_scope,"Cluster 4 -- Governance, Compliance & Legal","Has the organization formally defined and documented the intended use of each AI system -- including tasks supported, user populations, deployment environments, and explicit out-of-scope and prohibited use boundaries -- with jurisdiction-specific compliance requirements assessed where systems are deployed across multiple jurisdictions?","Yes -- Intended Use, User Populations, Deployment Environments & Use Boundaries Formally Documented for Each AI System, and Jurisdiction-Specific Compliance Assessed Where Applicable | Partial -- Intended Use Defined but Use Boundaries or Jurisdiction-Specific Compliance Assessment Incomplete, or Documentation Not Maintained for All Systems | No -- Intended Use Not Formally Defined or Documented for AI Systems",,
AR_302,General,Risk & Security,shadow_unauthorized_ai,Cluster 5 -- Operational & Infrastructure Risk,"Does the organization implement operational controls to constrain or detect AI system use outside intended use documentation -- requiring governance approval for all proposed new use cases -- and is active monitoring in place to detect out-of-scope use, with detected violations triggering a defined response process?","Yes -- Operational Controls Implemented to Constrain or Detect Out-of-Scope Use, Governance Approval Required for New Use Cases, and Active Monitoring in Place with a Defined Violation Response Process | Partial -- Controls Exist but Active Monitoring Is Absent or Incomplete, Governance Approval Is Not Consistently Required, or a Violation Response Process Is Not Formally Defined | No -- No Operational Controls or Active Monitoring for Out-of-Scope AI System Use Implemented",,
AR_303,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 -- Operational & Infrastructure Risk,"Where AI systems are deployed to or through third parties, does the organization impose binding contractual requirements for use in accordance with intended use documentation -- covering prohibition of out-of-boundary use, reporting obligations for detected misuse, and adherence to the organization's responsible AI use policies?","Yes -- Binding Contractual Requirements Imposed on All Third Parties, Covering Intended-Use Compliance, Prohibition of Out-of-Boundary Use, Misuse Reporting Obligations & Responsible-Use Policy Adherence | Partial -- Contractual Requirements Exist but Are Incomplete, Do Not Cover All Four Elements, or Are Not Consistently Enforced Across All Third-Party Relationships | No -- No Binding Contractual Requirements Imposed on Third Parties for AI System Use",,
AR_304,General,Governance & Compliance,audit_assurance_review,"Cluster 4 -- Governance, Compliance & Legal","Does the organization conduct periodic assessments to evaluate whether AI systems are being used in practice in accordance with their intended use documentation -- reviewing operational logs, incident reports, and monitoring outputs to identify gaps or out-of-boundary use, with findings documented and actioned?","Yes -- Periodic Assessments Conducted, Reviewing Operational Logs, Incident Reports & Monitoring Outputs to Identify Out-of-Boundary Use, with Findings Documented and Actioned | Partial -- Assessments Conducted Informally or Infrequently, Not All Three Evidence Sources Reviewed, or Findings Not Consistently Documented or Actioned | No -- No Periodic Assessments of AI System Use Against Intended Use Documentation Conducted",,
AR_305,General,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 -- Responsible AI & Ethics,"Where AI systems support high-stakes decisions affecting individuals' rights, safety, or material interests, has the organization defined and enforced minimum human oversight requirements -- specifying the nature, frequency, and individual accountability for human review prior to action being taken?","Yes -- Minimum Human Oversight Requirements Formally Defined and Enforced for All High-Stakes AI Decisions, Specifying Nature, Frequency & Individual Accountability for Human Review Prior to Action | Partial -- Requirements Defined but Not Consistently Enforced, or Nature, Frequency, or Individual Accountability Not Fully Specified | No -- No Minimum Human Oversight Requirements Defined for High-Stakes AI Decisions",,
AR_306,General,Ethics & Responsible AI,human_factors_behavioral_risk,Cluster 3 — Responsible AI & Ethics,"Has the organization assessed the risk of automation bias and implemented countermeasures proportionate to the system risk classification — including user guidance, interface design controls, mandatory review requirements, and periodic assessment of whether human oversight is exercised meaningfully rather than nominally?","Yes – Automation Bias Risk Formally Assessed and Countermeasures Proportionate to Risk Classification Implemented — Covering User Guidance, Interface Design Controls, Mandatory Review Requirements, and Periodic Meaningful-Oversight Assessment | Partial – Automation Bias Risk Assessed but Countermeasures Incomplete, Not Proportionate to Risk Classification, or Meaningful-Oversight Assessment Not Conducted Periodically | No – Automation Bias Risk Not Assessed and No Countermeasures Implemented",,
AR_307,General,Risk & Security,shadow_unauthorized_ai,Cluster 5 — Operational & Infrastructure Risk,"Has the organization defined a policy governing the use of unsanctioned AI tools and services — specifying categories requiring prior assessment, prohibited tools, and controls preventing the submission of sensitive data to unapproved systems — with the policy technically enforced, monitored for violations, and subject to defined consequences for non-compliance?","Yes – Unsanctioned AI Use Policy Defined and Technically Enforced, with Prohibited Tools Specified, Sensitive-Data Controls Implemented, Monitoring in Place, and Defined Consequences for Violations | Partial – Policy Exists but Is Not Technically Enforced, Monitoring Is Absent or Informal, or Consequences for Violations Are Not Defined | No – No Policy Governing the Use of Unsanctioned AI Tools or Services Defined",,
AR_308,General,AI Engineering,agents_and_agent_orchestration,Cluster 5 — Operational & Infrastructure Risk,"Where AI systems are used in combination — including pipelines, agentic architectures, and model chaining — has the organization assessed the combined use context as a distinct governance object with an aggregate risk assessment and formal governance approval, and is the combined system monitored for drift in constituent systems that would affect the overall risk profile?","Yes – Combined AI System Use Formally Assessed as a Distinct Governance Object, Aggregate Risk Assessed, Governance Approval Obtained, and Drift Monitoring Implemented Across Constituent Systems | Partial – Combined Use Assessed or Approved but Drift Monitoring Absent, or Governance Approval Informal or Incomplete | No – Combined AI System Use Not Governed as a Distinct Governance Object",,
AR_309,General,Human Resources,staff_training_ai_literacy,Cluster 6 — Workforce & Organizational Change,What proportion of individuals with operational AI system access have completed role-appropriate responsible use training in the current review period?,Yes – 90–100% of Individuals with Operational AI System Access Have Completed Role-Appropriate Responsible Use Training in the Current Review Period | Partial – 50–89% Completion Achieved — Training Coverage Incomplete for a Significant Minority (50–69%) or Near-Complete but Below Target (70–89%) | No – Fewer Than 50% of Individuals with Operational AI System Access Have Completed Required Responsible Use Training,,
AR_310,General,Ethics & Responsible AI,intended_use_context_scope,"Cluster 4 — Governance, Compliance & Legal",What proportion of AI systems currently in operational use have a formally documented and governance-approved intended use specification?,Yes – 90–100% of Operational AI Systems Have a Formally Documented and Governance-Approved Intended Use Specification | Partial – 50–89% of Operational AI Systems Have a Documented Intended Use Specification — Coverage Incomplete Across Most Systems (50–69%) or a Significant Minority (70–89%) | No – Fewer Than 50% of Operational AI Systems Have a Formally Documented and Governance-Approved Intended Use Specification,,
AR_311,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"How would the organization characterise the volume of misuse incidents, out-of-scope use events, or unsanctioned AI tool violations reported and investigated in the current review period?","Yes – Low Volume of Incidents Reported and Investigated, Consistent with Portfolio Size and Confirmed as Indicative of an Effective Reporting Culture Rather Than Under-Reporting | Partial – Moderate Volume with Emerging Patterns Under Active Review, or Zero Incidents Reported but Confidence in the Effectiveness of the Reporting Culture Has Not Been Formally Confirmed | No – High Volume Indicating Systemic Control Failures, or Zero Incidents Reported with No Evidence of an Effective Reporting Culture",,
AR_312,General,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,What proportion of high-stakes AI-informed decisions subject to mandatory human oversight requirements received documented human review prior to action being taken in the current review period?,Yes – 90–100% of High-Stakes AI-Informed Decisions Subject to Mandatory Human Oversight Requirements Received Documented Human Review Prior to Action in the Current Review Period | Partial – 50–89% Compliance Achieved — Documented Human Review Completed for Most Decisions (70–89%) or Only Some Decisions (50–69%) Subject to Mandatory Oversight Requirements | No – Fewer Than 50% of High-Stakes AI-Informed Decisions Received Documented Human Review — Material Non-Compliance with Human Oversight Requirements,,
AR_313,General,Governance & Compliance,meta_cognitive_meta_governance,"Cluster 4 — Governance, Compliance & Legal",How would the organization assess progress against its documented responsible AI use objectives in the current review period?,"Yes – All or Substantially All Documented Responsible AI Use Objectives Met in the Current Review Period, with Any Minor Gaps Formally Identified, Documented, and Remediated | Partial – Most Objectives Met with Minor Gaps and Active Remediation Plans in Place, or Some Objectives Met with Material Gaps Formally Identified | No – Most or All Documented Responsible AI Use Objectives Not Met in the Current Review Period",,
AR_314,General,Governance & Compliance,accountability_responsibility_assignment_formal,Cluster 3 — Responsible AI & Ethics,Does the organization define and enforce a documented consequence framework for violations of responsible AI use requirements — with graduated consequences formally integrated into HR disciplinary procedures and contractor agreements?,"Yes – Formal Consequence Framework Defined and Enforced, with Graduated Consequences Integrated into HR Disciplinary Procedures and Contractor Agreements | Partial – Consequence Framework Exists but Is Not Consistently Enforced, Not Integrated into HR or Contractor Agreements, or Consequences Are Not Graduated | No – No Consequence Framework for Responsible AI Use Violations Defined",,
AR_315,General,Data & Privacy,data_access_control_usage,"Cluster 2 — Data, Privacy & Information Assets","Does the organization implement documented mechanisms for restricting or revoking AI system access for individuals found to be in violation of responsible use requirements — with defined eligibility criteria, designated revocation authority, a formal reinstatement process, and audit records of all revocation and reinstatement actions?","Yes – Formal Access Restriction and Revocation Mechanisms Documented and Operational, Covering Defined Criteria, Designated Authority, Reinstatement Process, and Audit Records | Partial – Mechanisms Exist but Are Not Formally Documented, Criteria or Authority Are Not Clearly Defined, or Audit Records Are Not Consistently Maintained | No – No Documented Access Restriction or Revocation Mechanisms Implemented",,
AR_316,General,AI Engineering,mlops_model_operations_management,Cluster 5 — Operational & Infrastructure Risk,"Has the organization defined criteria for suspending AI system operation — covering drift beyond defined thresholds, safety incidents, regulatory inquiry, and monitoring failures — with a designated authority empowered to invoke suspension immediately, a communication process for affected users and stakeholders, and formally defined reinstatement criteria?","Yes – AI System Suspension Criteria Formally Defined Across All Four Trigger Types, Designated Suspension Authority Established, User and Stakeholder Communication Process in Place, and Reinstatement Criteria Formally Defined | Partial – Suspension Criteria Defined but Not Covering All Four Trigger Types, or Designated Authority, Communication Process, or Reinstatement Criteria Not Fully Established | No – No AI System Suspension Criteria or Designated Authority Defined",,
AR_317,General,Strategy & Finance,environmental_sustainability_impact,Cluster 7 — Business Impact & Sustainability,"Does the organization measure and report the energy and water usage associated with major AI training or fine-tuning runs, and consider ESG targets when approving large-scale training jobs or provider choices?","Yes – Energy & Water Usage Measured, Reported & ESG Targets Integrated into Approvals | Partial – Usage Measured but Not Reported or Not Linked to ESG Targets | No – Not Measured or Reported",,
AR_318,General,AI Engineering,model_training_data_management,Cluster 1 — AI Technical & Model Integrity,"Before training or retraining AI models, does the organization verify that training data (a) covers current regulations or business rules and (b) reflects realistic class balances, rather than over-representing rare events compared to production reality?",Yes – Both Checks Consistently Applied Before Training | Partial – Checks Applied Inconsistently or for Some Criteria Only | No – Not Checked,,
AR_319,General,AI Engineering,model_monitoring_drift_management,Cluster 1 — AI Technical & Model Integrity,"Does the organization regularly review whether key business definitions (e.g., churn, risk grades, product hierarchies) and underlying training data remain current, and update or retire models when those definitions or behaviours change materially?",Yes – Regular Reviews Conducted & Models Updated or Retired When Required | Partial – Reviews Conducted Irregularly or Response Actions Inconsistent | No – Not Reviewed,,
AR_320,General,AI Engineering,model_training_data_management,Cluster 1 — AI Technical & Model Integrity,"Before training or retraining AI models, does the organization validate that target labels are not leaking into features and that synthetic or AI-generated data is used in a controlled way (e.g., capped proportions, quality checks) so that models continue to reflect real-world behaviour?",Yes – Label Leakage and Synthetic Data Controls Both Validated | Partial – One or Both Controls Applied Inconsistently | No – Neither Validated,,
AR_321,General,Cybersecurity,ai_system_security_adversarial_risk,Cluster 5 — Operational & Infrastructure Risk,"For AI-assisted development, does the organization enforce secure coding standards that prevent hardcoded secrets and detect auto-generated code that is difficult to maintain or review?",Yes – Secure Coding Standards Enforced with Automated Checks | Partial – Standards Defined but Not Consistently Enforced or Automated | No – No Secure Coding Standards,,
AR_322,General,AI Engineering,model_validation_testing,Cluster 1 — AI Technical & Model Integrity,"For AI-related code and controls, does the organization review AI-generated tests for substantive coverage (not trivial assertions) and periodically test key AI controls — including monitoring, access, and fairness checks — for ongoing effectiveness?",Yes – Tests Reviewed for Substance & Key Controls Periodically Tested for Effectiveness | Partial – Reviews or Periodic Tests Conducted Inconsistently | No – Neither Conducted,,
AR_323,General,IT Infrastructure,deployment_release_management,Cluster 1 — AI Technical & Model Integrity,Does the organization operate a controlled model release process that tracks versions from testing to production and validates that disaster-recovery or backup models match approved production versions before failover?,Yes – Controlled Release Process with Version Tracking & DR Validation | Partial – Process Exists but DR Validation or Version Tracking Incomplete | No – No Controlled Model Release Process,,
AR_324,General,Cybersecurity,ai_system_security_adversarial_risk,Cluster 5 — Operational & Infrastructure Risk,"Are AI APIs and orchestration platforms managed with robust secret management — including short-lived tokens, vaults, and key rotation — and hardened container and orchestrator configurations to limit the blast radius of a compromised AI container or credential?",Yes – Robust Secret Management & Hardened Configurations Fully in Place | Partial – Some Controls Present but Not Comprehensive | No – No Formal Secret Management or Hardening,,
AR_325,General,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","For AI systems involved in pricing or market recommendations, does the organization monitor for patterns that may indicate algorithmic collusion or unlawful price discrimination across customer segments or devices?",Yes – Monitoring in Place for Both Collusion and Discrimination Patterns | Partial – Monitoring for One Pattern Only or Applied Inconsistently | No – Not Monitored,,
AR_326,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,Do the organization's contracts and vendor due diligence for AI development explicitly address downstream labour practices — such as data labeling and content moderation — to prevent unethical or undisclosed sub-contracting?,Yes – Contracts and Due Diligence Both Explicitly Address Labour Practices | Partial – Addressed in Contracts but Not Systematically in Due Diligence | No – Not Addressed,,
AR_327,General,Risk & Security,fraud_misuse_abuse,Cluster 5 — Operational & Infrastructure Risk,"Do the organization's onboarding and credit processes include controls specifically designed to detect synthetic or AI-generated identities — such as deepfake checks, cross-channel verification, and device fingerprinting?",Yes – Specific Controls Implemented for AI-Generated Identity Detection | Partial – Some Controls Present but Not Comprehensive | No – No Specific Controls,,
AR_328,General,Data & Privacy,data_access_control_usage,"Cluster 2 — Data, Privacy & Information Assets","For AI meeting assistants and knowledge-search tools, does the organization (a) obtain and record consent where required, and (b) enforce access controls to prevent restricted or conflict-of-interest matters from being surfaced to unauthorized staff?",Yes – Consent Obtained and Access Controls Enforced | Partial – One Requirement Met but Not Both | No – Neither Implemented,,
AR_329,General,Governance & Compliance,audit_assurance_review,"Cluster 4 — Governance, Compliance & Legal","Is there a persistent, tamper-evident log of all material AI-assisted decisions and actions, including timestamp, model version, input summary, and — where applicable — the identity of the human approver?","Yes – Persistent, Tamper-Evident Logging Fully Implemented | Partial – Logging Exists but Not Tamper-Evident or Missing Required Fields | No – No Formal Decision Logging",,
AR_330,General,Ethics & Responsible AI,explainability_transparency,Cluster 3 — Responsible AI & Ethics,"Can the organization identify the specific knowledge base version or RAG source document referenced in generating a given AI output — and if a decision is challenged, trace that output back to the specific datasets or sources used?",Yes – Full Source Traceability Implemented for All AI Outputs | Partial – Traceability Available for Some Systems or Output Types Only | No – Not Traceable,,
AR_331,General,Governance & Compliance,ai_system_inventory_register,"Cluster 4 — Governance, Compliance & Legal","For high-risk AI systems, is there a named owner and a regulatory-ready documentation pack — covering system design, training data sources, testing results, monitoring arrangements, change history, and key decisions — that is kept current?",Yes – Named Owner and Current Regulatory-Ready Documentation Pack in Place | Partial – Owner Assigned but Documentation Incomplete or Not Current | No – Neither in Place,,
AR_332,General,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"For AI systems that target offers, discounts, or pricing, does the organization review outcomes for geographic or demographic bias to ensure they do not systematically disadvantage protected groups or breach fair-trading or anti-discrimination laws?",Yes – Outcomes Reviewed for Bias and Legal Compliance Confirmed | Partial – Reviews Conducted Inconsistently or Covering Some Dimensions Only | No – Not Reviewed,,
AR_333,General,Governance & Compliance,board_executive_oversight,"Cluster 4 — Governance, Compliance & Legal","Is there a formally documented AI governance structure — such as a Board committee or equivalent — with a clear mandate requiring major AI initiatives to pass through ethics and oversight review, and that assigns unambiguous accountability for AI risk decisions?",Yes – Documented Governance Structure with Clear Mandate & Accountability in Place | Partial – Structure Exists but Mandate or Accountability Unclear | No – No Formal AI Governance Structure,,
AR_334,General,Cybersecurity,ai_system_security_adversarial_risk,Cluster 5 — Operational & Infrastructure Risk,"Has the organization assessed and tested its AI models and RAG pipelines against adversarial threats — such as crafted inputs, malicious context documents, or poisoned training data — designed to manipulate model behaviour?",Yes – Adversarial Assessment and Testing Formally Conducted | Partial – Assessed or Tested for Some Threat Types Only | No – Not Assessed or Tested,,
AR_335,General,AI Engineering,model_validation_testing,Cluster 1 — AI Technical & Model Integrity,"When training and validating AI models, does the organization enforce clean separation between training and test sets — including guarding against leakage from logs or replayed traffic — and periodically re-verify that no training data has contaminated evaluation datasets?",Yes – Clean Separation Enforced and Periodically Re-Verified | Partial – Separation Enforced Initially but Not Periodically Re-Checked | No – Not Enforced,,
AR_336,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Does the organization manage risks from third-party or embedded AI components — such as SaaS plugins — and enforce policies for AI-generated content labelling and watermarking, including detecting and responding when users attempt to remove watermarks?",Yes – Third-Party Risks Managed and Content Labelling & Watermarking Enforced | Partial – One Area Addressed but Not Both | No – Neither Addressed,,
AR_337,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Does the organization conduct structured AI failure scenario analysis or stress testing — such as tabletop exercises or red-teaming — to ensure it is prepared for AI outages, misbehaviour, or attacks, rather than responding ad hoc when issues arise?",Yes – Structured Exercises Conducted at Defined Intervals | Partial – Exercises Conducted Informally or Infrequently | No – Not Conducted,,
AR_338,General,Governance & Compliance,ai_impact_assessment,Cluster 3 — Responsible AI & Ethics,"For AI-enabled interfaces — including web, mobile, kiosks, and chat — does the organization assess and remediate accessibility against recognized standards such as WCAG, including support for assistive technologies and alternative interaction modes?",Yes – Accessibility Assessed Against WCAG and Remediated | Partial – Assessed but Not Fully Remediated | No – Not Assessed,,
AR_339,General,Human Resources,staff_dislocation_retraining_change_management,Cluster 6 — Workforce & Organizational Change,"Does the organization review and adjust AI-driven performance or productivity metrics to ensure they do not unfairly penalize certain roles or employees, and are staff able to formally challenge AI-generated evaluations?",Yes – Metrics Reviewed for Fairness and Formal Challenge Mechanism in Place | Partial – One Element in Place but Not Both | No – Neither in Place,,
AR_340,General,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"For AI systems that influence consumer decisions — such as credit scoring, offers, or digital UI flows — does the organization test for discriminatory outcomes and dark patterns, and ensure users can obtain meaningful explanations when denied key services?",Yes – Discriminatory Outcomes and Dark Patterns Tested & Meaningful Explanations Available | Partial – Some Elements Tested or Implemented but Not Comprehensively | No – Not Tested or Addressed,,
AR_341,General,Risk & Security,fraud_misuse_abuse,Cluster 5 — Operational & Infrastructure Risk,"Are there explicit policies and technical controls preventing staff from using generative AI to create or alter evidence for audits, tests, or regulatory submissions without independent verification?","Yes – Both Policies and Technical Controls in Place | Partial – Policy Exists but Technical Controls Absent, or Vice Versa | No – Neither in Place",,
AR_342,General,Risk & Security,fraud_misuse_abuse,Cluster 5 — Operational & Infrastructure Risk,"When payment or other high-value actions are initiated based on voice or video instructions, does the organization require strong verification — such as call-back, multi-factor, or out-of-band checks — to defend against deepfake impersonation?",Yes – Strong Verification Required for All High-Value Voice or Video Initiated Actions | Partial – Verification Required for Some Scenarios Only | No – Not Required,,
AR_343,General,Risk & Security,fraud_misuse_abuse,Cluster 5 — Operational & Infrastructure Risk,Are AI systems that assist with billing codes or returns approvals monitored for abnormal patterns — such as systematic upcoding or unusually high refund approval rates — with human review of flagged exceptions?,Yes – Monitoring in Place with Human Review of Exceptions | Partial – Monitoring in Place but Human Review Absent or Inconsistent | No – Not Monitored,,
AR_344,General,Risk & Security,fraud_misuse_abuse,Cluster 5 — Operational & Infrastructure Risk,"Does the organization use controls — such as CAPTCHAs, device fingerprinting, velocity checks, and identity verification — to detect and block automated creation of fake accounts or abuse of loyalty and sign-up incentives?",Yes – Controls in Place Across All Primary Attack Vectors | Partial – Some Controls Present but Not Comprehensive | No – No Controls in Place,,
AR_345,General,Risk & Security,fraud_misuse_abuse,Cluster 5 — Operational & Infrastructure Risk,"For voice-based or call-centre authentication, does the organization use strong anti-spoofing and step-up verification — such as knowledge factors, device checks, and callbacks — to protect against cloned or deepfaked voices?","Yes – Strong Anti-Spoofing and Step-Up Verification in Place | Partial – Basic Controls Only, Comprehensive Verification Absent | No – Not in Place",,
AR_346,General,Human Resources,roles_responsibilities_competence_working,Cluster 6 — Workforce & Organizational Change,"Maintain formal, up-to-date RACI documentation for all AI systems covering accountable executive, responsible owner, consulted risk/legal/technical functions, and informed stakeholders — reviewed at least annually or upon material change.",Yes | Partial | No,,
AR_347,General,Strategy & Finance,return_on_ai_investment,Cluster 7 — Business Impact & Sustainability,"Conduct and document a formal benefit-cost analysis (including quantified efficiency gains, risk-adjusted costs, displacement costs, and strategic value) before approving material AI investments, with results reviewed by senior governance.",Yes | Partial | No,,
AR_348,General,Human Resources,staff_dislocation_retraining_change_management,Cluster 6 — Workforce & Organizational Change,"Implement a formal knowledge-transfer programme for AI-affected roles, documenting transferable skills, retraining pathways, timelines, responsible owners, and success metrics — integrated into workforce planning.",Yes | Partial | No,,
AR_349,General,Data & Privacy,privacy_personal_data_protection,"Cluster 2 — Data, Privacy & Information Assets","Where AI is used to monitor employees, implement and document proportionate safeguards: legal basis, data minimisation, purpose limitation, employee notification, appeal mechanism, and human review of consequential outputs — reviewed by legal, HR, and privacy functions.",Yes | Partial | No,,
AR_350,General,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,"Implement advisory-gating controls that require human review and sign-off before AI recommendations are acted upon in high-stakes decisions, with defined scope, authority levels, override logging, and periodic effectiveness review.",Yes | Partial | No,,
AR_351,General,AI Engineering,model_monitoring_drift_management,Cluster 1 — AI Technical & Model Integrity,"Maintain a formal alert-tuning process for AI monitoring systems: document thresholds, rationale, tuning history, approval authority, and scheduled recalibration cadence — with change log and linkage to incident outcomes.",Yes | Partial | No,,
AR_352,General,Ethics & Responsible AI,human_factors_behavioral_risk,Cluster 3 — Responsible AI & Ethics,"Identify AI-affected vulnerable user groups (e.g., elderly, minors, financially stressed, low-literacy), implement proportionate safeguards (simplified interfaces, human escalation, access controls), and review effectiveness periodically.",Yes | Partial | No,,
AR_353,General,Governance & Compliance,stakeholder_communication_disclosure,Cluster 3 — Responsible AI & Ethics,"Disclose to users, customers, and affected parties that AI is being used in relevant interactions or decisions — specifying the nature of AI use, its role in the outcome, and available recourse — through accessible, plain-language communications.",Yes | Partial | No,,
AR_354,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Implement formal incident-reporting mechanisms enabling staff and affected parties to report AI-related harms, errors, or misuse — with accessible channels, acknowledgement timelines, confidentiality protections, and anti-retaliation policy.",Yes | Partial | No,,
AR_355,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Define and operationalise a formal AI incident-escalation process with severity-based escalation tiers, named escalation authorities, time-bound escalation thresholds, board/executive notification triggers, and documented post-escalation review.",Yes | Partial | No,,
AR_356,General,Governance & Compliance,ai_system_inventory_register,"Cluster 4 — Governance, Compliance & Legal","Maintain a formal, current AI system register (inventory) documenting all operational AI systems with attributes: name, owner, purpose, deployment environment, risk tier, data inputs, third-party components, and review/refresh cadence.",Yes | Partial | No,,
AR_357,General,Risk & Security,intellectual_property_rights,"Cluster 4 — Governance, Compliance & Legal","Implement and enforce a formal policy governing the licensing of open-source, third-party, and internally developed code used in AI systems — covering licence compatibility, attribution, prohibited licences, approval workflow, and annual audit.",Yes | Partial | No,,
AR_358,General,Risk & Security,intellectual_property_rights,"Cluster 4 — Governance, Compliance & Legal","Conduct and document formal IP review for all AI development activities — covering training-data rights, model output ownership, employee/contractor IP assignment, third-party IP risks, and jurisdiction-specific obligations — reviewed by legal.",Yes | Partial | No,,
AR_359,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets","Document and enforce data-residency requirements for all AI systems — specifying jurisdiction constraints, storage locations, cross-border transfer controls, approved cloud regions, and compliance verification — reviewed by legal and privacy functions.",Yes | Partial | No,,
AR_360,General,Risk & Security,intellectual_property_rights,"Cluster 4 — Governance, Compliance & Legal","Maintain a formal model-licensing register and policy for all third-party and foundation models used — documenting licence type, usage restrictions, permitted-use scope, commercial terms, renewal dates, and compliance obligations — reviewed annually.",Yes | Partial | No,,
AR_361,General,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","For AI systems operating across multiple jurisdictions, is there a single accountable owner or committee responsible for mapping applicable laws/regulations and ensuring consistent oversight across all regions?",Yes | Partial | No | Not Applicable,,
AR_362,General,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","For regulated communications (e.g., broker-dealer, FINRA), have AI-enabled systems such as chatbots, collaboration tools, or auto-deletion rules been assessed to ensure required retention periods are met and logs are not deleted early?",Yes | Partial | No | Not Applicable,,
AR_363,General,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","Where AI software could qualify as a medical device or clinical decision support, do you have a documented determination of regulatory status (e.g., FDA/MDR) and, where applicable, evidence of clearance or a plan to obtain it before production use?",Yes | Partial | No | Not Applicable,,
AR_364,General,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","Before deploying significant AI systems, do you systematically review (a) AI-specific regulations, (b) model and tool licence terms, and (c) client contract clauses on AI use, and implement controls to prevent non-compliant processing or service delivery?",Yes | Partial | No,,
AR_365,General,AI Engineering,model_validation_testing,Cluster 1 — AI Technical & Model Integrity,"When AI outputs conflict with human or consensus diagnoses, do you systematically track these disagreements and regularly review annotation quality (including error rates by annotator or vendor)?",Yes | Partial | No | Not Applicable,,
